genotypes	doi	status	trial	blumeria_graminis	heading_date	lodging	plant_height	puccinia_hordei	pyrenophora_teres	ramularia_collo_cygni	rhynchosporium
HOR 3879	10.25642/IPK/GBIS/19860	PGR	spring	3.267134764	71.45203421	2.944961573	99.14900562	3.541075254	1.782335981	2.594676733	1.34599483
HOR 3909	10.25642/IPK/GBIS/19888	PGR	spring	3.730007541	71.56721859	2.766499021	96.43698067	3.792012981	1.774296298	2.818139828	1.345295665
HOR 3912	10.25642/IPK/GBIS/19891	PGR	spring	4.253975037	73.05006146	4.423300721	93.6597647	4.271702693	1.736963791	2.283454127	1.345164609
HOR 3926	10.25642/IPK/GBIS/19905	PGR	spring	3.623478316	73.23809874	4.616495526	118.5807341	4.16990622	1.402313402	2.821696306	1.343775605
HOR 3950	10.25642/IPK/GBIS/19928	PGR	spring	3.885879862	70.7905393	5.078188354	116.2383174	5.107867709	2.049288585	3.007580614	1.353220165
HOR 3952	10.25642/IPK/GBIS/19930	PGR	spring	3.794351277	74.96498688	4.921836463	99.83281363	2.964698411	1.747418328	2.85916878	1.345548918
HOR 4018	10.25642/IPK/GBIS/19994	PGR	spring	3.618311066	74.45265722	6.354450241	92.42178259	3.864113318	1.748862203	2.578256026	1.343884369
HOR 4030	10.25642/IPK/GBIS/20004	PGR	spring	2.420042814	77.83211711	4.164241775	113.6730373	4.422938185	1.991267404	2.821392866	1.308720507
HOR 4034	10.25642/IPK/GBIS/20007	PGR	spring	3.53487142	70.25976192	4.622479531	99.50510007	5.521443783	2.405222735	2.514597673	1.344630982
HOR 405	10.25642/IPK/GBIS/16634	PGR	spring	4.713959622	72.59543156	4.32803416	93.90072001	4.516980963	1.737984965	4.177928981	1.343894857
HOR 4065	10.25642/IPK/GBIS/20038	PGR	spring	4.127095218	69.87004508	4.888426596	94.73467444	3.661490862	2.391709825	3.311945574	1.301392636
HOR 4091	10.25642/IPK/GBIS/20064	PGR	spring	3.3767252	67.35990526	5.130013638	95.92147277	5.206190171	2.076601952	4.532230443	1.353220165
HOR 4104	10.25642/IPK/GBIS/20076	PGR	winter	5.946405794	137.8476631	3.391987873	108.4366725	6.188745677	1.499997006	4.691661168	1.516038648
HOR 4114	10.25642/IPK/GBIS/20086	PGR	spring	3.65911629	70.53892868	4.912231624	96.23719726	4.163978409	2.416117899	3.421079755	1.343825587
HOR 4131	10.25642/IPK/GBIS/20102	PGR	winter	5.580476655	135.1377472	4.386450984	113.072724	6.390215263	1.500001804	5.685102941	1.908952426
HOR 4136	10.25642/IPK/GBIS/20107	PGR	winter	3.811018503	141.6554593	4.59991347	107.9040514	4.584778207	1.500003247	4.326022413	4.269433029
HOR 4138	10.25642/IPK/GBIS/20109	PGR	winter	4.469634478	135.6852196	5.646128936	121.1457828	5.127639253	1.500005576	6.181568149	1.279763171
HOR 4146	10.25642/IPK/GBIS/20117	PGR	spring	3.915426952	69.65381816	5.313829485	96.30577138	4.68621716	1.405662741	3.200617315	1.343661201
HOR 4201	10.25642/IPK/GBIS/20172	PGR	winter	3.260598705	138.5267729	4.745899951	140.5558154	5.640975082	1.500004183	2.594955535	1.810271154
HOR 4226	10.25642/IPK/GBIS/20196	PGR	winter	6.738081004	140.5689081	4.699786608	122.334033	4.199636259	1.499999044	3.422066567	2.445584659
HOR 4240	10.25642/IPK/GBIS/20210	PGR	winter	5.273991438	135.6119781	4.512807754	129.8368486	5.782022612	1.499994056	5.089783175	2.087624947
HOR 4264	10.25642/IPK/GBIS/20232	PGR	spring	5.953092094	64.79137899	2.910019696	82.03007582	4.643771431	2.046917949	5.08050109	1.336920793
HOR 4273	10.25642/IPK/GBIS/20240	PGR	winter	5.134796482	138.3260143	3.279521909	121.2942359	6.01106057	1.499998765	5.667261938	2.084627862
HOR 4308	10.25642/IPK/GBIS/20275	PGR	winter	5.341249653	134.4735789	5.252116469	122.8885492	4.612048952	1.499998765	4.703529731	1.327165418
HOR 4333	10.25642/IPK/GBIS/20300	PGR	winter	5.611389683	143.1625163	4.415609183	120.4771385	4.891330052	1.499999044	3.936011539	1.166565928
HOR 4348	10.25642/IPK/GBIS/20315	PGR	winter	4.663330017	135.8281407	2.91278604	117.680709	4.045849095	1.499997195	3.963781073	1.664390597
HOR 4390	10.25642/IPK/GBIS/20356	PGR	winter	3.785479449	138.5601171	4.632283408	126.7330912	3.912457511	1.500000575	2.513943088	1.150956433
HOR 4402	10.25642/IPK/GBIS/20367	PGR	winter	6.151572524	135.6353811	4.568497404	123.9806073	5.493977556	1.500001804	4.816860958	3.52597656
HOR 4403	10.25642/IPK/GBIS/20368	PGR	winter	5.407008158	136.8042019	4.305513966	112.4696835	4.795768896	1.499999019	2.963390923	1.810271179
HOR 4404	10.25642/IPK/GBIS/20369	PGR	winter	5.652743525	133.5868267	4.990581624	120.3251529	5.988599249	1.500000436	4.415387441	1.880571458
HOR 4420	10.25642/IPK/GBIS/20385	PGR	spring	3.211985757	70.55581706	5.949283225	89.49573497	6.497719785	1.789109985	3.638899688	1.305544366
HOR 4421	10.25642/IPK/GBIS/20386	PGR	spring	4.359206162	71.69392732	6.213324731	99.09666009	4.712747766	1.403525864	3.456848545	1.362765677
HOR 4430	10.25642/IPK/GBIS/20395	PGR	winter	3.892962363	142.2942098	2.331689427	116.709175	2.905339463	1.500001879	3.421875007	0.937511466
HOR 4447	10.25642/IPK/GBIS/20412	PGR	spring	4.268787503	71.15600193	3.582525186	107.7439345	5.29316104	1.743579505	2.07417155	1.346685288
HOR 4459	10.25642/IPK/GBIS/20424	PGR	spring	4.348575639	68.50321935	5.718219152	98.63883955	3.850808413	2.039891304	2.787417022	1.340363673
HOR 448	10.25642/IPK/GBIS/16676	PGR	spring	4.739567057	71.8439335	4.784482872	98.11511886	2.817666015	2.72879823	4.945459399	1.309444785
HOR 4502	10.25642/IPK/GBIS/20466	PGR	spring	5.348289052	72.03574691	3.20561382	105.2054305	5.324818828	1.771006267	3.045417883	1.361658452
HOR 4548	10.25642/IPK/GBIS/20510	PGR	winter	4.881089926	139.850888	4.507277735	127.0856392	4.946174224	1.500005031	3.091254785	1.827165365
HOR 4568	10.25642/IPK/GBIS/20530	PGR	spring	4.569255449	74.13524586	2.157534855	87.45087081	2.798906716	1.482328382	3.994740891	1.305675356
HOR 4586	10.25642/IPK/GBIS/20548	PGR	spring	5.016286424	73.25621539	4.569913543	108.0192496	3.326486445	1.744189938	2.681116279	1.307959865
HOR 4588	10.25642/IPK/GBIS/20550	PGR	spring	4.261425807	71.17979877	6.429281313	89.15822067	5.758948123	1.709122354	1.961541095	1.344630982
HOR 4606	10.25642/IPK/GBIS/20568	PGR	winter	4.385639631	138.9752432	4.540685481	126.1563203	4.660712258	1.500003361	2.734206549	1.079658813
HOR 4653	10.25642/IPK/GBIS/20604	PGR	spring	3.82509917	79.43995387	2.272441004	81.28465509	4.522150471	1.786603011	3.553626424	1.346448141
HOR 4689	10.25642/IPK/GBIS/20640	PGR	winter	3.749660727	137.7451895	3.026729048	122.2539265	4.561313541	1.50000055	4.641817846	1.795364214
HOR 4693	10.25642/IPK/GBIS/20644	PGR	winter	4.581438856	146.9884934	1.83496115	104.3796509	2.982930532	1.500000575	2.753001933	2.888309544
HOR 4696	10.25642/IPK/GBIS/20647	PGR	winter	3.845938485	133.4227444	3.58208097	109.1061281	3.210027499	1.500005145	4.083835137	2.53993443
HOR 4718	10.25642/IPK/GBIS/20651	PGR	spring	3.48173721	73.95401072	1.684594722	86.87653964	4.19222051	2.354900777	2.791185155	1.348299515
HOR 473	10.25642/IPK/GBIS/16700	PGR	spring	4.181554228	70.40511568	5.351767574	94.03620962	4.889351019	1.73644194	3.547001743	1.343836725
HOR 4779	10.25642/IPK/GBIS/20712	PGR	spring	3.931179341	72.60609784	3.461243287	111.9612001	3.349282165	1.730483443	2.341523802	1.326515081
HOR 4815	10.25642/IPK/GBIS/20748	PGR	spring	3.52939646	69.50185485	5.951598285	91.78888738	4.894538768	2.079593584	3.59775894	1.298577029
HOR 4827	10.25642/IPK/GBIS/20760	PGR	spring	4.797323453	66.20056607	4.775419338	80.8133772	5.577261257	2.041242651	2.877121589	1.347090622
HOR 4829	10.25642/IPK/GBIS/20762	PGR	spring	2.674061693	72.41292025	5.594345263	98.02511523	4.561562062	1.424481989	3.585528338	1.343290102
HOR 4924	10.25642/IPK/GBIS/90864	PGR	winter	4.030012579	139.345096	2.273316558	115.905697	3.605301178	1.500002816	0.943149133	3.560134905
HOR 495	10.25642/IPK/GBIS/16722	PGR	spring	4.695344887	71.01321896	4.647939538	96.49555734	5.051885203	1.379514118	3.647624243	1.330384449
HOR 51	10.25642/IPK/GBIS/16318	PGR	spring	5.106326175	71.4227622	4.384931256	91.66075449	4.175492147	1.393610539	3.478650494	1.344640469
HOR 5185	10.25642/IPK/GBIS/21095	PGR	spring	4.539577153	64.1620208	5.867212696	85.36639794	5.821787061	1.39085504	5.285380786	1.360066546
HOR 5220	10.25642/IPK/GBIS/21130	PGR	spring	5.094612275	69.49922466	6.433244562	85.79261859	5.579656745	2.38802342	5.550408685	1.358510891
HOR 5241	10.25642/IPK/GBIS/21151	PGR	spring	3.459095167	69.32396011	2.975325383	92.50055045	4.862943299	1.773464822	5.239179351	1.344640469
HOR 526	10.25642/IPK/GBIS/16752	PGR	spring	3.958834789	68.8462765	5.535560789	86.40597445	5.430246734	2.067608779	4.401479629	1.345112701
HOR 534	10.25642/IPK/GBIS/16760	PGR	spring	3.965129928	70.32972131	5.374501518	103.5484041	4.226174685	2.07795525	3.506192159	1.362108974
HOR 5349	10.25642/IPK/GBIS/21259	PGR	spring	4.046867252	70.1299142	3.412517888	105.1569546	5.052717324	2.407249458	3.567025994	1.345005202
HOR 5373	10.25642/IPK/GBIS/21283	PGR	spring	3.498437063	68.74930527	5.007931087	90.59187755	4.629827894	1.759437664	4.077914898	1.372354411
HOR 5486	10.25642/IPK/GBIS/21396	PGR	spring	3.024222557	70.17365081	2.824084032	89.73079159	3.83315006	1.784297265	4.024790387	1.343199505
HOR 567	10.25642/IPK/GBIS/16793	PGR	spring	3.752366795	66.0978734	5.461442303	91.35865629	3.3889216	1.725905627	4.044241807	1.3438632
HOR 5676	10.25642/IPK/GBIS/21586	PGR	spring	3.136303836	74.72194686	2.221533451	95.786828	3.165540835	2.052767611	3.722318491	1.367836057
HOR 5823	10.25642/IPK/GBIS/21733	PGR	spring	3.66246826	73.23503031	5.339080212	98.61811595	4.383542268	1.73342721	2.121753296	1.346664439
HOR 5864	10.25642/IPK/GBIS/21774	PGR	spring	4.565214057	70.41579451	3.00941801	105.869282	5.403716878	1.728085635	2.896969564	1.349505539
HOR 5876	10.25642/IPK/GBIS/21786	PGR	spring	4.429721865	69.98064762	4.050293724	103.4061452	4.539167507	1.702383954	4.279852668	1.376770695
HOR 5955	10.25642/IPK/GBIS/21865	PGR	spring	3.339296547	71.79630868	4.828747404	102.1304711	3.724590194	2.081810411	2.203441626	1.344630982
HOR 610	10.25642/IPK/GBIS/16836	PGR	spring	4.657620487	71.29354425	3.471794706	96.58935449	5.771486819	2.747259237	3.536834135	1.346685288
HOR 611	10.25642/IPK/GBIS/16837	PGR	spring	4.335747748	67.49763499	4.276882324	91.46092881	4.952567492	2.056364472	5.288690925	1.346453976
HOR 612	10.25642/IPK/GBIS/16838	PGR	spring	3.725854383	73.39298905	5.712272697	94.30556025	5.010515738	2.070521906	4.443297334	1.348299515
HOR 6204	10.25642/IPK/GBIS/22114	PGR	spring	4.620832885	67.21585775	2.75195233	96.67775241	5.263843284	1.740423132	2.560804452	1.348299515
HOR 6220	10.25642/IPK/GBIS/22130	PGR	spring	3.307611388	77.89114616	4.425545405	101.3874801	2.657051554	2.417936323	2.56277974	1.3077768
HOR 648	10.25642/IPK/GBIS/16873	PGR	spring	3.385584274	71.70051615	5.035453277	85.27013815	4.748758793	1.421875282	3.103139733	1.418277421
HOR 649	10.25642/IPK/GBIS/16874	PGR	spring	2.534156227	70.80899456	5.833932351	95.56395762	5.182112679	2.08225956	3.285279158	1.342828272
HOR 661	10.25642/IPK/GBIS/16886	PGR	spring	2.433592295	69.57346631	5.796110096	92.4486877	5.179698314	1.754448052	3.749509455	1.308165434
HOR 6660	10.25642/IPK/GBIS/22569	PGR	spring	4.629395457	74.65867956	4.947919417	103.4177386	3.527817983	3.681233303	1.846640664	1.346689537
HOR 6708	10.25642/IPK/GBIS/22617	PGR	spring	2.904299111	74.40344875	5.107548571	96.30511339	4.009452371	1.781132291	3.563807504	1.346664439
HOR 6791	10.25642/IPK/GBIS/22699	PGR	spring	2.957852412	73.34151876	3.61060408	96.82598333	3.364840056	2.042603647	4.725567919	1.301249564
HOR 68	10.25642/IPK/GBIS/16334	PGR	spring	3.159131947	72.67549667	3.019364291	110.9122038	3.861971881	1.416362395	2.820378375	1.344101569
HOR 6854	10.25642/IPK/GBIS/22761	PGR	spring	3.727728353	72.00874397	6.251530686	100.1733929	3.432145705	1.723351745	3.833067311	1.34529899
HOR 6876	10.25642/IPK/GBIS/22783	PGR	spring	4.010426504	70.24671324	4.414177121	111.0307751	4.868892999	1.418241895	3.859638477	1.343775605
HOR 6892	10.25642/IPK/GBIS/22799	PGR	spring	3.461613888	70.34895685	4.220568237	97.5423318	5.862539121	1.481676939	2.273804712	1.335189025
HOR 6908	10.25642/IPK/GBIS/22815	PGR	spring	4.714572886	71.14708344	4.262197652	103.7662347	4.034815353	1.400507087	3.341534023	1.344101569
HOR 6934	10.25642/IPK/GBIS/26021	PGR	winter	3.650255614	125.6506941	3.106137155	97.46148845	7.41107463	1.500005259	2.498818324	2.368922365
HOR 6936	10.25642/IPK/GBIS/26023	PGR	spring	2.206160689	77.85087289	2.256176744	87.55878109	4.664127628	1.759261443	2.551762557	1.32933753
HOR 6939	10.25642/IPK/GBIS/26025	PGR	spring	4.693752103	69.86009609	5.504238808	96.1133149	3.285346936	2.715914895	3.239318252	1.298577029
HOR 6954	10.25642/IPK/GBIS/26040	PGR	spring	4.160382043	67.0700819	5.349120378	89.32349401	5.010424909	1.743188103	4.941599489	1.345295665
HOR 6970	10.25642/IPK/GBIS/26056	PGR	spring	1.790936211	70.22088521	1.948802947	79.24470152	5.074368633	1.478197607	4.675626764	1.315406884
HOR 6999	10.25642/IPK/GBIS/26078	PGR	spring	3.26668967	69.26721347	5.045576705	88.78641202	5.241909893	2.380640358	5.418930035	1.349505539
HOR 703	10.25642/IPK/GBIS/16928	PGR	spring	4.5139563	70.33919103	4.45909478	94.22291177	3.682242283	1.419318289	3.603778592	1.34298733
HOR 7040	10.25642/IPK/GBIS/22873	PGR	spring	4.131965295	68.72731007	3.115109204	85.11079492	5.434867234	2.416306616	4.773843321	1.346664439
HOR 7056	10.25642/IPK/GBIS/22889	PGR	spring	4.177803693	65.0314776	3.594821387	83.1339398	5.268064661	1.735428718	5.506403271	1.345419789
HOR 706	10.25642/IPK/GBIS/16931	PGR	spring	4.348059065	70.73256258	4.586131284	108.0760429	3.229585757	1.509820643	2.789382434	1.398346461
HOR 7067	10.25642/IPK/GBIS/22900	PGR	spring	3.725885131	68.36744232	7.573818309	86.29826806	3.663392335	1.371307979	3.246976209	1.339987066
HOR 7112	10.25642/IPK/GBIS/22945	PGR	spring	5.797693712	65.89015858	4.784326574	90.81127497	4.960693099	1.72747696	3.405392688	1.343661201
HOR 7116	10.25642/IPK/GBIS/22949	PGR	spring	3.684156528	66.05264166	5.317745894	91.29930062	5.868809945	2.096218799	6.266704312	1.345964928
HOR 7124	10.25642/IPK/GBIS/22957	PGR	spring	4.866508045	71.6055494	4.944483525	93.33444071	4.890440306	1.758896194	3.547937644	1.3471061
HOR 7125	10.25642/IPK/GBIS/22958	PGR	spring	5.128023287	65.70822977	4.416832099	88.63747531	4.83733673	1.737344208	3.432035666	1.346448141
HOR 7129	10.25642/IPK/GBIS/22962	PGR	spring	4.777572048	63.68768235	4.566377849	88.8422075	4.692139715	1.717922604	4.575312137	1.343836725
HOR 714	10.25642/IPK/GBIS/16939	PGR	spring	3.362793162	69.32214361	6.13393837	101.9399793	3.03867019	2.711184163	4.203844661	1.346482527
HOR 7142	10.25642/IPK/GBIS/22975	PGR	spring	3.889438785	63.93969362	4.161002275	83.37382318	5.583360352	3.052612793	4.428609383	1.360066546
HOR 7164	10.25642/IPK/GBIS/22997	PGR	spring	5.174623051	66.86712059	4.077029973	85.58533965	4.748978196	2.395891699	5.768947126	1.345987229
HOR 7171	10.25642/IPK/GBIS/23004	PGR	spring	4.65571882	65.35246628	2.911577251	93.67960902	5.428134624	2.072167941	5.087406811	1.346453976
HOR 719	10.25642/IPK/GBIS/16944	PGR	spring	4.342266519	71.38976714	5.047151684	93.98356301	2.977593898	2.391977625	5.850030434	1.308055837
HOR 7230	10.25642/IPK/GBIS/23062	PGR	spring	4.792492405	65.65626114	4.786826873	81.97423357	4.658850812	1.376574602	4.529621301	1.34098313
HOR 7251	10.25642/IPK/GBIS/23076	PGR	spring	5.555649379	70.00919458	6.139518626	94.75637695	5.776782656	1.39667897	3.987652996	1.361337796
HOR 7252	10.25642/IPK/GBIS/23077	PGR	winter	5.641643936	141.5605411	4.643834597	104.7726078	6.575702367	1.500001297	5.45167807	4.468108555
HOR 7253	10.25642/IPK/GBIS/23078	PGR	winter	5.348934939	139.675944	1.591202136	111.902964	4.461074907	2.49999712	3.648534566	1.221806109
HOR 7255	10.25642/IPK/GBIS/23080	PGR	winter	5.227686383	135.6584289	5.317955963	110.3634195	6.522792196	1.499995381	3.242660677	3.338772488
HOR 7264	10.25642/IPK/GBIS/23089	PGR	winter	3.715270042	135.2312701	2.698977413	119.1098221	3.681549496	3.000000006	3.352884116	1.653216924
HOR 727	10.25642/IPK/GBIS/16952	PGR	spring	3.441252136	75.60384423	4.919173356	96.04735603	4.082488022	1.725911931	2.821261723	1.343661201
HOR 7282	10.25642/IPK/GBIS/23107	PGR	spring	2.973322991	68.46201352	4.476460842	96.17489811	4.89567263	1.368905301	4.885907108	1.343521037
HOR 7286	10.25642/IPK/GBIS/23111	PGR	spring	3.432769832	73.10082123	1.812338882	82.63456552	4.20501813	2.720155435	4.261444672	1.346685288
HOR 7291	10.25642/IPK/GBIS/23116	PGR	spring	2.255119591	76.356754	1.602527523	82.8799028	2.729399592	1.502091162	4.093869485	1.309197826
HOR 730	10.25642/IPK/GBIS/16955	PGR	spring	3.225686049	70.6456504	6.467910165	97.12279726	3.653255173	1.757708978	3.011464279	1.342040205
HOR 7375	10.25642/IPK/GBIS/23200	PGR	spring	5.450875302	71.7316861	3.796933208	111.5737383	5.872121331	1.756016629	2.181853119	1.520433454
HOR 7380	10.25642/IPK/GBIS/23205	PGR	spring	2.392445537	75.1142689	2.847636652	94.15870671	3.447762162	1.777145979	4.080442172	1.300671927
HOR 7460	10.25642/IPK/GBIS/23283	PGR	spring	3.745437591	71.93597037	2.801179323	96.652988	4.676304311	1.727367921	3.392410972	1.361337796
HOR 7466	10.25642/IPK/GBIS/23289	PGR	spring	4.170079739	73.10390928	4.503331147	93.45888835	5.217024954	1.408466571	2.793423956	1.361759762
HOR 7468	10.25642/IPK/GBIS/23291	PGR	spring	3.702604009	75.45138162	4.697404464	94.66963915	3.207299013	1.773577079	2.067225015	2.778129841
HOR 7474	10.25642/IPK/GBIS/23297	PGR	spring	4.322449994	69.12878797	3.452804531	86.97685492	4.847468854	1.381866604	2.647936909	1.340363673
HOR 7475	10.25642/IPK/GBIS/23298	PGR	spring	5.007408434	68.44705577	4.473978076	92.27208101	4.830592296	1.421812205	4.60339488	1.343825587
HOR 7485	10.25642/IPK/GBIS/23308	PGR	spring	4.364947911	73.80793907	5.179140491	103.7810771	3.339689623	1.400202036	3.207127644	1.346453976
HOR 7505	10.25642/IPK/GBIS/23326	PGR	spring	4.412701705	69.96800607	4.023612906	97.40294272	3.488740747	1.780432235	5.477360192	1.358530138
HOR 7516	10.25642/IPK/GBIS/23337	PGR	spring	3.821028807	76.21083683	3.431845789	103.5172017	3.439518465	1.400030975	2.587664835	1.372354411
HOR 7562	10.25642/IPK/GBIS/23377	PGR	spring	4.007265884	68.1511504	5.740444128	80.38038345	5.833532868	1.770750508	2.85361331	1.30807905
HOR 7571	10.25642/IPK/GBIS/23384	PGR	spring	4.39254388	66.35890322	6.868828198	84.77291061	5.726448185	2.055254887	2.912007506	1.866814843
HOR 760	10.25642/IPK/GBIS/16985	PGR	spring	4.315922431	72.84233623	5.104171755	95.39830176	3.780428288	2.076945667	3.605552384	1.344003723
HOR 7602	10.25642/IPK/GBIS/23405	PGR	spring	4.077058671	69.69312002	4.76863407	79.71883683	5.527012979	1.402871757	2.686727591	1.308054608
HOR 7612	10.25642/IPK/GBIS/23413	PGR	spring	4.243993794	67.18052391	6.751134334	85.20871113	5.843337056	1.703257055	4.161470519	1.349505539
HOR 7629	10.25642/IPK/GBIS/23428	PGR	spring	3.623043876	69.86090994	5.439629806	92.04978041	5.2576874	1.734801487	4.094530922	1.3438632
HOR 763	10.25642/IPK/GBIS/16988	PGR	spring	1.969898414	76.0816442	4.672937649	99.81277816	3.022248958	2.420848744	3.700595574	1.30780901
HOR 7647	10.25642/IPK/GBIS/23440	PGR	spring	4.023721533	69.91428023	6.787596732	78.98586831	6.685474056	2.052005094	3.589567946	1.305640819
HOR 7657	10.25642/IPK/GBIS/23447	PGR	spring	5.557457464	66.78096121	5.475898943	71.07498529	5.86449009	2.722183077	5.167707153	1.3094274
HOR 7679	10.25642/IPK/GBIS/23464	PGR	spring	5.687791969	65.95061099	7.265955874	73.83890661	5.954275428	1.742276491	4.976781985	5.342723977
HOR 770	10.25642/IPK/GBIS/16995	PGR	spring	4.937622169	72.473336	4.872031548	101.1261014	3.28654681	2.039157469	2.981036124	1.345008161
HOR 771	10.25642/IPK/GBIS/16996	PGR	spring	4.362381287	76.83008918	3.382035541	110.2101014	3.85782238	1.75662929	1.934766171	1.353220165
HOR 7973	10.25642/IPK/GBIS/23694	PGR	spring	3.694930707	71.67358103	4.525669767	90.59281627	4.481067802	2.712661496	2.457538063	1.348299515
HOR 8008	10.25642/IPK/GBIS/23728	PGR	spring	4.508605869	69.916653	4.623861384	91.09275144	4.400099721	3.033198569	3.813297204	1.346689537
HOR 8039	10.25642/IPK/GBIS/23752	PGR	spring	4.80386177	68.83440229	6.223058511	85.89483973	4.782022514	1.759457889	4.784532818	1.342040205
HOR 8060	10.25642/IPK/GBIS/23773	PGR	spring	4.776355444	73.40337589	4.37548774	83.54492948	4.825730713	1.38079682	5.641355229	1.361337796
HOR 8091	10.25642/IPK/GBIS/23803	PGR	spring	4.745946577	69.72753808	4.499155652	86.82978865	5.691663641	1.784129881	4.268353806	1.353220165
HOR 8112	10.25642/IPK/GBIS/23824	PGR	spring	4.589738825	73.64268186	6.104600126	91.13618964	5.104549447	1.373528115	1.916796457	1.344003723
HOR 8117	10.25642/IPK/GBIS/23829	PGR	spring	4.866184672	70.34605298	5.053382437	91.70707738	4.642575309	2.397986014	3.180723486	1.343521037
HOR 8118	10.25642/IPK/GBIS/23830	PGR	spring	6.098758416	70.71476569	3.63390081	77.0593542	5.396360299	1.800743085	4.497063188	1.307782504
HOR 8134	10.25642/IPK/GBIS/23846	PGR	spring	3.844397407	71.34776186	6.115412217	87.60550923	4.550016155	1.779865716	4.600415743	1.344003723
HOR 8138	10.25642/IPK/GBIS/23850	PGR	spring	4.941602747	68.04398239	6.058013171	84.45001434	5.414262648	1.420198792	2.589009647	1.273690741
HOR 8148	10.25642/IPK/GBIS/23858	PGR	spring	4.49473368	69.90992187	6.000484175	91.56391085	5.24630128	1.717049639	5.121012268	1.347090622
HOR 8170	10.25642/IPK/GBIS/23879	PGR	spring	4.241755514	69.49890944	6.014842728	82.80771585	5.498271636	1.714295043	5.714832154	1.345005202
HOR 8195	10.25642/IPK/GBIS/23904	PGR	spring	4.554658226	69.7891648	5.01647163	91.2889956	5.473429974	1.38923952	2.399790388	1.358530138
HOR 8216	10.25642/IPK/GBIS/23924	PGR	spring	5.857153654	71.61136297	3.953235103	98.8608462	4.82153375	2.402870956	2.883699798	1.347981651
HOR 826	10.25642/IPK/GBIS/17046	PGR	spring	4.036618343	74.72511563	4.179331082	104.9375769	3.482597714	1.700266903	1.84906439	1.344116137
HOR 8277	10.25642/IPK/GBIS/23984	PGR	spring	5.78820279	71.11973783	4.392127321	96.07172926	5.927656802	1.705274904	1.152231625	1.413527402
HOR 8331	10.25642/IPK/GBIS/24038	PGR	spring	4.418298767	66.83063971	6.763826753	88.52620989	5.826212559	1.395020121	4.802934616	3.889058053
HOR 8338	10.25642/IPK/GBIS/24045	PGR	spring	3.046046877	67.26308671	6.779607827	79.33157179	5.759761174	1.788889843	3.743532797	1.307550168
HOR 8347	10.25642/IPK/GBIS/24054	PGR	spring	4.842009433	68.196063	6.703613377	83.99232838	6.341249515	1.748250872	4.041996855	1.301544971
HOR 8370	10.25642/IPK/GBIS/24075	PGR	spring	4.223465711	69.13499905	5.396830176	87.09385846	5.67509724	1.772838123	3.591401207	3.811587476
HOR 8385	10.25642/IPK/GBIS/24090	PGR	spring	3.098072475	68.05007939	5.868403779	84.27006224	4.91831111	1.414586201	6.134557667	1.34599483
HOR 8391	10.25642/IPK/GBIS/24096	PGR	spring	1.877312667	64.39479985	5.421888563	82.06431585	6.141965853	1.736844251	5.35826487	1.272689828
HOR 8400	10.25642/IPK/GBIS/24105	PGR	spring	4.447964912	75.43039886	3.411879072	93.31959778	3.993190548	1.998628179	2.375793414	1.274764257
HOR 8428	10.25642/IPK/GBIS/24133	PGR	spring	4.888873012	70.71278575	5.160703488	89.38528502	3.347731522	1.730984981	3.366106575	1.340363673
HOR 8446	10.25642/IPK/GBIS/24151	PGR	spring	3.840150002	65.70530213	4.366121199	85.69767975	5.277420574	1.390412504	4.107306663	1.34529899
HOR 8452	10.25642/IPK/GBIS/24157	PGR	winter	4.526383009	136.3833726	2.462774602	124.6855763	4.213584611	1.499999019	2.913844398	0.937511585
HOR 8454	10.25642/IPK/GBIS/24159	PGR	spring	4.876265944	69.01161839	3.544802343	84.6587866	5.970150625	1.785915436	4.361707918	1.342828272
HOR 846	10.25642/IPK/GBIS/17065	PGR	spring	4.668610372	68.09290189	5.557012284	87.83242622	3.49127002	1.411459231	6.594091469	1.307278278
HOR 8662	10.25642/IPK/GBIS/24360	PGR	spring	2.570698487	74.12225962	1.680536011	85.11824993	3.753245093	1.751849713	4.308905283	1.348299515
HOR 8668	10.25642/IPK/GBIS/24366	PGR	spring	2.026248771	74.16746489	1.778381997	84.26109346	2.332783491	1.772614096	4.18397681	1.3239048
HOR 868	10.25642/IPK/GBIS/17087	PGR	spring	4.427801555	69.57076912	5.68494121	90.09862518	2.683943119	2.391361389	4.80999667	1.307591499
HOR 8685	10.25642/IPK/GBIS/24383	PGR	winter	3.439913788	134.8069279	5.111591289	123.4609767	5.593371537	1.500002563	2.945929577	1.295372587
HOR 8700	10.25642/IPK/GBIS/24398	PGR	winter	4.55612287	137.9885548	2.046054587	109.4556853	3.217875897	1.49999674	3.782103229	1.275412609
HOR 8704	10.25642/IPK/GBIS/24402	PGR	winter	5.594145091	132.2602137	6.30724436	118.4901227	5.272623229	1.499996854	5.120479034	2.23196032
HOR 8710	10.25642/IPK/GBIS/24408	PGR	winter	2.957821288	129.6272054	5.671323962	111.1233027	5.587370321	1.560811719	5.343574256	5.712670401
HOR 8711	10.25642/IPK/GBIS/24409	PGR	spring	3.723106649	66.30653296	3.856466636	72.6890734	3.738838783	2.758238636	5.702008013	1.345987229
HOR 872	10.25642/IPK/GBIS/17091	PGR	spring	5.250758366	65.21326658	3.117689596	82.88512467	4.279829602	2.740269019	5.168934426	1.831244023
