genotypes	doi	status	trial	blumeria_graminis	heading_date	lodging	plant_height	puccinia_hordei	pyrenophora_teres	ramularia_collo_cygni	rhynchosporium
HOR 10083	10.25642/IPK/GBIS/25726	PGR	spring	3.31137996	66.13391866	3.680472446	74.22363819	5.942990037	1.405993807	5.290598459	1.312014403
HOR 10087	10.25642/IPK/GBIS/25730	PGR	spring	4.977813317	66.6308974	3.472293262	89.78247485	4.551163469	1.444942489	5.360588196	1.345987229
HOR 10089	10.25642/IPK/GBIS/25732	PGR	spring	4.427159955	65.64868539	6.006310038	88.15031468	4.67386539	1.150738834	5.775340651	1.376770695
HOR 10093	10.25642/IPK/GBIS/25736	PGR	spring	3.529045416	72.00056619	4.378330103	107.8062342	3.650349529	1.394596992	2.488838603	1.361658452
HOR 10095	10.25642/IPK/GBIS/25738	PGR	spring	3.783676765	69.20584669	5.301541467	93.69927225	5.516817921	3.067866026	2.144960571	1.373389813
HOR 1013	10.25642/IPK/GBIS/17217	PGR	winter	3.010948132	127.4952925	5.197882276	117.6815014	5.489845179	1.499995803	2.925395363	2.66439061
HOR 10157	10.25642/IPK/GBIS/25799	PGR	spring	6.783789402	65.46986244	4.018198831	72.03673557	4.188099474	1.712779907	6.851032269	1.307816663
HOR 10192	10.25642/IPK/GBIS/25833	PGR	winter	6.3601382	132.9185581	1.632720397	100.8863322	3.14263305	1.500004133	3.42247289	2.797547908
HOR 10199	10.25642/IPK/GBIS/25840	PGR	winter	4.803031515	135.5122478	1.54784709	104.3176497	2.854584712	1.500000006	4.515746299	1.166565902
HOR 1020	10.25642/IPK/GBIS/17224	PGR	winter	3.641216199	136.708832	5.004945045	115.0017166	6.29308379	1.500000639	4.191695379	1.800333172
HOR 10219	10.25642/IPK/GBIS/25859	PGR	spring	1.72188989	73.34465507	2.150761618	92.68431785	3.722916558	1.734073569	4.927429627	1.31737709
HOR 10228	10.25642/IPK/GBIS/79617	PGR	winter	2.456815349	138.1521257	5.146490773	134.2032372	5.486235387	1.499998082	3.606880456	1.226775092
HOR 10239	10.25642/IPK/GBIS/25878	PGR	winter	2.485620465	133.6229181	2.508978419	104.7756389	4.828328054	3.000002449	5.105749703	1.0846278
HOR 10245	10.25642/IPK/GBIS/25882	PGR	spring	3.043797092	74.61072714	1.846990422	81.77488455	2.291571549	1.692326599	4.021618678	1.309189968
HOR 10257	10.25642/IPK/GBIS/25889	PGR	spring	3.722045809	70.54568289	1.847541835	84.4806443	4.884865343	1.717039312	5.21519891	2.349505539
HOR 10296	10.25642/IPK/GBIS/25910	PGR	spring	4.23536422	69.3251707	3.712477994	95.21317445	4.252943974	1.70774793	3.190131874	1.3471061
HOR 10297	10.25642/IPK/GBIS/25911	PGR	spring	4.290764957	72.59908247	2.279279412	93.26990043	2.98566495	1.634215273	3.035504362	1.343521037
HOR 1031	10.25642/IPK/GBIS/17235	PGR	winter	3.364029543	142.5172946	3.584736855	120.0037493	3.600879732	1.499997031	3.056245208	2.084627793
HOR 10366	10.25642/IPK/GBIS/79874	PGR	winter	4.386838456	133.1346108	2.064772446	111.9928546	3.013072399	1.500000352	4.364984067	1.084627814
HOR 10406	10.25642/IPK/GBIS/26114	PGR	winter	5.826977965	128.2808634	3.919152409	98.13518877	6.978953069	1.500001626	5.383216251	3.677442262
HOR 10412	10.25642/IPK/GBIS/26120	PGR	spring	2.984318562	68.43493141	2.893861478	102.0967015	2.058572759	1.389095443	4.572778053	1.328575392
HOR 1042	10.25642/IPK/GBIS/17246	PGR	winter	3.884278773	131.4490245	4.657951759	113.2057444	4.099397844	1.500001183	3.328242805	1.777587867
HOR 1043	10.25642/IPK/GBIS/17247	PGR	winter	4.070743586	130.1225762	5.649148764	119.8767512	6.28062142	1.50000055	4.299196503	1.926354636
HOR 1044	10.25642/IPK/GBIS/17248	PGR	winter	3.424166895	140.329899	3.841546978	128.8262383	5.216375639	1.500002563	2.861931624	2.800333104
HOR 1047	10.25642/IPK/GBIS/17251	PGR	winter	3.852326036	129.5939866	5.385630271	103.9651263	3.926738647	2.500001512	5.418319692	4.034188774
HOR 1048	10.25642/IPK/GBIS/17252	PGR	winter	3.042276193	137.3372998	5.039232182	123.3284954	2.994304006	1.500001551	4.521262301	1.539934426
HOR 1053	10.25642/IPK/GBIS/17257	PGR	winter	4.666907596	133.9333111	3.760815206	114.6641715	4.452775001	1.500004361	4.121323765	3.072987176
HOR 1056	10.25642/IPK/GBIS/17260	PGR	winter	5.888885877	139.658972	5.346277948	119.7987061	3.492837986	1.500000436	3.966327195	3.383829302
HOR 10560	10.25642/IPK/GBIS/26262	PGR	spring	4.3866521	70.13052349	6.137386548	92.46136525	3.659636669	2.067517964	5.194459305	1.339987066
HOR 10567	10.25642/IPK/GBIS/26269	PGR	spring	5.337324402	69.27305296	5.903995471	82.74160158	4.894147838	1.792651399	3.114654861	1.345611308
HOR 10589	10.25642/IPK/GBIS/90036	PGR	winter	5.463727666	133.875129	4.266503751	117.1596799	6.660369389	1.499996803	2.145341559	1.800333181
HOR 1059	10.25642/IPK/GBIS/17263	PGR	winter	3.766301702	128.4178839	6.566555523	110.943086	6.000833412	1.560823922	4.147352865	5.942480457
HOR 10606	10.25642/IPK/GBIS/26308	PGR	spring	3.87655913	70.60288008	4.158545464	92.84373657	3.617064811	1.398063366	7.002524163	1.343836725
HOR 1061	10.25642/IPK/GBIS/17265	PGR	winter	3.823955062	132.7842797	4.531366111	124.6985306	3.706879108	1.499997791	5.899597746	2.548635579
HOR 10615	10.25642/IPK/GBIS/26317	PGR	spring	5.933277057	70.45455858	2.428033965	109.0753435	5.27885052	1.771933783	1.233856615	1.347981651
HOR 1062	10.25642/IPK/GBIS/17266	PGR	winter	3.611106167	133.2090608	3.914885439	120.7892784	4.410125616	1.500000006	2.245947462	3.910745141
HOR 10635	10.25642/IPK/GBIS/26337	PGR	spring	5.89991457	70.32061905	2.025134393	108.1507133	4.726271006	1.795212379	2.427392164	1.346664439
HOR 1066	10.25642/IPK/GBIS/17269	PGR	winter	5.081185259	130.8903962	5.150057616	104.1902739	3.893309743	1.500001943	5.91872848	2.094565749
HOR 10678	10.25642/IPK/GBIS/26379	PGR	winter	2.580224227	134.12579	1.801756288	109.7854309	3.366426244	1.500005259	5.393861608	1.544284983
HOR 10695	10.25642/IPK/GBIS/26392	PGR	spring	5.88349109	74.55627336	3.833975178	110.0759924	4.712618739	1.416749082	2.53771847	1.3438632
HOR 10703	10.25642/IPK/GBIS/90000	PGR	winter	4.128899115	133.9805901	2.432197243	103.7636031	6.28583978	1.500004297	4.257490261	4.806249044
HOR 10704	10.25642/IPK/GBIS/89999	PGR	winter	3.258512065	135.8769503	1.99320788	92.97204184	5.410506064	1.500002196	6.282555558	5.937389355
HOR 1071	10.25642/IPK/GBIS/17274	PGR	winter	3.884615229	130.8627045	6.504567262	107.9267938	4.928978647	1.499999449	6.859493481	4.719895978
HOR 10716	10.25642/IPK/GBIS/89998	PGR	winter	3.932823283	137.6324379	2.301614905	89.98129009	5.56034475	1.560823922	4.708309131	5.537376594
HOR 1072	10.25642/IPK/GBIS/17275	PGR	winter	3.988067723	135.6980028	5.071310959	117.9460621	4.20630793	1.499999753	4.720761253	2.327165351
HOR 10725	10.25642/IPK/GBIS/89961	PGR	winter	3.68683076	132.5179743	1.969593308	119.4864733	5.766364463	1.499999479	3.908208118	1.548527852
HOR 10742	10.25642/IPK/GBIS/92438	PGR	spring	4.385962468	69.66066513	3.464739305	98.06478855	5.365833824	1.417178554	3.270127226	1.361658452
HOR 10749	10.25642/IPK/GBIS/85375	PGR	spring	4.34240292	73.17262525	4.557754879	107.1791835	4.350912703	1.761883484	2.204159501	1.343884369
HOR 10764	10.25642/IPK/GBIS/92417	PGR	spring	4.675377199	70.21243008	1.732260846	89.93535703	6.199935744	1.709025375	1.754134029	1.308494695
HOR 1077	10.25642/IPK/GBIS/17280	PGR	winter	3.425015442	137.786505	5.476465658	118.9143735	4.461187988	2.49999717	4.899081514	1.516038609
HOR 10775	10.25642/IPK/GBIS/85397	PGR	spring	2.981498306	71.80141332	5.610611737	96.27733681	4.65316017	1.396718864	4.404584833	1.34529899
HOR 10784	10.25642/IPK/GBIS/80600	PGR	spring	3.846017812	71.97025614	4.631430006	92.58562559	4.090260303	1.715408315	4.996330779	1.34599483
HOR 10787	10.25642/IPK/GBIS/80676	PGR	spring	4.896727372	75.45236549	4.221243337	103.6429528	3.616646348	2.397418101	2.531023314	1.346448141
HOR 1079	10.25642/IPK/GBIS/17282	PGR	winter	4.607816555	134.9355974	4.099072818	131.0093086	4.391928618	1.500001512	5.281835445	4.077337742
HOR 10793	10.25642/IPK/GBIS/92407	PGR	spring	3.698828362	77.30227709	4.210396535	101.931634	4.579586246	1.725714244	2.943167526	1.344630982
HOR 1080	10.25642/IPK/GBIS/17283	PGR	winter	3.53549884	135.5590088	3.89988251	124.4575767	4.951212932	1.500000803	5.032160195	4.717020916
HOR 10842	10.25642/IPK/GBIS/89978	PGR	winter	4.244624555	139.7923564	1.741193104	113.832301	3.100514446	1.500001804	5.517781468	3.81059953
HOR 10848	10.25642/IPK/GBIS/69841	PGR	spring	2.837618486	74.5216702	1.331475989	79.45165828	3.398025096	2.066817972	4.297870077	1.344338755
HOR 10850	10.25642/IPK/GBIS/69842	PGR	winter	3.052348367	134.8275248	2.559948281	107.6234853	3.65550809	1.499997943	4.314165211	1.022149746
HOR 1087	10.25642/IPK/GBIS/17289	PGR	winter	3.911863786	137.4435432	4.479070022	121.5593403	5.154977936	1.499997968	4.035735845	1.150956412
HOR 10872	10.25642/IPK/GBIS/70355	PGR	winter	2.901501571	136.4458612	1.101869328	107.2437435	3.574311524	1.500005145	4.344159778	1.795364245
HOR 10873	10.25642/IPK/GBIS/70354	PGR	winter	4.069394407	138.1860589	1.809142825	103.2290453	4.512866397	1.500004297	2.312160739	2.10580294
HOR 10886	10.25642/IPK/GBIS/85893	PGR	spring	3.140009536	70.50972665	5.924395753	89.33985941	4.174465326	1.732989733	4.467355525	2.298577029
HOR 10910	10.25642/IPK/GBIS/70255	PGR	winter	3.234024335	132.4494121	2.325586512	107.8473284	3.189763183	1.999999614	2.83038719	2.521007582
HOR 1095	10.25642/IPK/GBIS/17297	PGR	winter	3.290464113	134.1848786	6.022132232	120.0981307	4.515335705	1.500002702	4.599680006	3.428529944
HOR 10960	10.25642/IPK/GBIS/68146	PGR	winter	4.144107518	134.1127859	2.403801113	99.65769757	4.587312235	1.500005259	1.879105656	1.150956416
HOR 1099	10.25642/IPK/GBIS/17301	PGR	winter	3.112065223	132.6606136	5.19670088	122.5409639	4.645168871	1.49999393	5.692827358	1.295372619
HOR 10990	10.25642/IPK/GBIS/637500	PGR	spring	4.205556563	64.84513695	5.49059074	91.21761717	6.01474557	1.781140459	3.700006213	1.331018761
HOR 1102	10.25642/IPK/GBIS/17304	PGR	winter	2.510927184	131.5267898	3.304496575	119.9971094	3.843870823	1.500004297	3.379602875	3.393767268
HOR 11024	10.25642/IPK/GBIS/70967	PGR	spring	4.110451642	74.57133721	5.26166452	87.92114871	3.992743152	1.732869728	2.396070063	1.30814784
HOR 11039	10.25642/IPK/GBIS/70982	PGR	winter	4.329741234	135.1331239	3.882299353	116.3721885	6.080432576	1.500001918	3.169491497	3.525976592
HOR 1105	10.25642/IPK/GBIS/17307	PGR	winter	4.049932024	131.9704949	4.321430004	129.8039584	5.473671975	1.499997563	4.685454688	2.802384279
HOR 1106	10.25642/IPK/GBIS/17308	PGR	winter	4.045512278	129.0285291	5.117319238	110.1851792	5.79300262	1.500000689	3.025492215	1.411127677
HOR 1107	10.25642/IPK/GBIS/17309	PGR	winter	3.494770087	129.6938329	4.199238013	116.9036982	5.246789933	2.500000069	4.308853114	1.373891306
HOR 11083	10.25642/IPK/GBIS/90040	PGR	winter	4.051084833	134.4295035	3.94259445	120.9437699	6.973048002	1.499996942	2.889358684	2.284113702
HOR 11101	10.25642/IPK/GBIS/71044	PGR	winter	5.223061008	128.5273442	6.144647904	107.9376623	3.250193053	1.560811162	3.918952634	3.962356462
HOR 11109	10.25642/IPK/GBIS/91232	PGR	spring	4.471026716	66.90897709	6.10153495	88.68702545	4.900736251	1.684164038	5.06595948	1.307463626
HOR 11112	10.25642/IPK/GBIS/91235	PGR	spring	4.398478495	67.30300987	4.189357017	92.18943817	4.997227105	1.721381367	1.201291163	1.358698169
HOR 11126	10.25642/IPK/GBIS/72571	PGR	spring	4.505945818	65.80627173	1.713467512	81.57909749	4.901974511	2.722541525	4.592503068	1.356796248
HOR 11137	10.25642/IPK/GBIS/72582	PGR	spring	2.77712455	66.94256104	2.705356573	91.20890632	5.075318654	1.159671414	5.985831643	1.362765677
HOR 11146	10.25642/IPK/GBIS/81902	PGR	spring	5.472366993	71.02360101	4.436597337	99.73852339	4.455145629	1.400230882	3.524422024	1.315504218
HOR 11159	10.25642/IPK/GBIS/72592	PGR	spring	2.426397308	75.26806721	2.370132372	81.05885781	2.481614469	1.378624395	4.158736277	1.320015099
HOR 11165	10.25642/IPK/GBIS/72601	PGR	winter	2.951040552	139.4167345	4.65571242	122.2950428	4.609314309	1.499998702	3.634395405	1.793197301
HOR 11173	10.25642/IPK/GBIS/86318	PGR	spring	4.002508029	65.94060762	4.238393343	84.98866213	4.719276822	1.701397371	8.548221744	1.343894857
HOR 11174	10.25642/IPK/GBIS/86319	PGR	spring	4.019140308	67.28218471	4.955320324	97.79142946	4.899075576	2.07218284	2.649326853	1.358698169
HOR 11181	10.25642/IPK/GBIS/86353	PGR	spring	5.015633914	66.13197454	4.632944782	71.40652934	4.271300291	1.668253016	6.297236061	1.372354411
HOR 11203	10.25642/IPK/GBIS/74759	PGR	winter	5.713243311	135.9682749	3.019690362	117.057289	3.542777887	1.500001626	4.396953124	1.535583863
HOR 1123	10.25642/IPK/GBIS/17324	PGR	spring	3.059442559	73.89873854	4.191054133	93.18502842	3.449587438	1.721908508	3.267106376	1.361337796
HOR 11309	10.25642/IPK/GBIS/67588	PGR	spring	3.615430717	72.16237461	2.634229973	102.7504563	3.94621894	1.711194629	3.573618611	1.3438632
HOR 1133	10.25642/IPK/GBIS/17334	PGR	spring	3.808117529	78.18746362	5.832377079	96.67936805	3.249016218	2.244046182	4.354431994	1.320043805
HOR 11409	10.25642/IPK/GBIS/50396	PGR	spring	4.220613878	66.92302977	5.420327517	99.92336829	4.870237253	1.750881737	4.284855867	1.362765677
HOR 11414	10.25642/IPK/GBIS/56455	PGR	spring	3.327399942	65.7458736	5.191522928	91.56739166	5.391160985	2.17791949	5.74864388	1.346453976
HOR 11419	10.25642/IPK/GBIS/56460	PGR	spring	4.438366136	69.31481322	3.937127999	93.83657478	5.807178616	2.733067054	3.857893905	1.343884369
HOR 11420	10.25642/IPK/GBIS/56461	PGR	spring	3.423200647	63.7916767	3.114429781	83.5764621	5.667100245	1.78978695	3.757455848	1.673626471
HOR 11431	10.25642/IPK/GBIS/56548	PGR	spring	4.102691645	75.48986964	4.758328879	90.61648175	3.849916634	2.369440085	2.898364027	1.343290102
HOR 11448	10.25642/IPK/GBIS/56658	PGR	spring	4.262336389	67.94195682	6.045625336	91.14447172	5.999044022	2.109768459	1.448175396	1.345964928
HOR 11450	10.25642/IPK/GBIS/56661	PGR	spring	4.462897806	76.16601095	5.428073661	89.59623822	5.922888009	1.756476695	2.024299449	1.345987229
HOR 11480	10.25642/IPK/GBIS/95513	PGR	spring	4.50671033	69.5881565	4.273195052	88.74276627	3.364563149	1.400845061	4.405236324	1.347090622
HOR 1158	10.25642/IPK/GBIS/17356	PGR	spring	4.612852176	69.37799717	5.144325785	93.21460078	4.344678804	1.747527892	4.479770129	1.344101569
HOR 11608	10.25642/IPK/GBIS/74980	PGR	winter	4.820251819	132.4074653	4.672617719	120.9205654	6.389609511	1.500001879	3.608744614	1.368922381
HOR 11658	10.25642/IPK/GBIS/75030	PGR	winter	3.498137346	129.0138553	4.74200161	110.3116322	7.702860857	1.560823922	3.711884855	4.816695389
HOR 11662	10.25642/IPK/GBIS/75034	PGR	winter	3.83511316	139.002867	4.906033452	96.11443676	6.772145694	1.560811162	3.451430151	5.039551927
HOR 11688	10.25642/IPK/GBIS/75060	PGR	winter	3.420138707	131.232896	3.707176796	104.8526051	6.590323465	1.499999039	3.101452885	3.437231032
HOR 11699	10.25642/IPK/GBIS/75071	PGR	winter	4.087289868	131.2749892	4.104879749	105.5795579	7.85144456	1.500002588	3.573299311	3.552396836
HOR 1179	10.25642/IPK/GBIS/17377	PGR	spring	4.223745685	68.86964375	4.634576879	95.80578738	3.844594026	2.733358458	5.041228187	1.361759762
HOR 11803	10.25642/IPK/GBIS/77016	PGR	winter	5.194994024	129.9801436	5.307473856	111.4781726	7.044387211	1.56081501	5.932678396	5.162620829
HOR 11804	10.25642/IPK/GBIS/77017	PGR	winter	3.489111676	132.3355948	4.838346722	112.8974152	7.327804153	1.560817239	5.56570577	4.717020954
HOR 11839	10.25642/IPK/GBIS/80368	PGR	winter	4.333511054	127.6646855	6.991458199	106.2794595	6.962556899	1.560814504	5.353029659	6.424179376
HOR 11840	10.25642/IPK/GBIS/80461	PGR	winter	5.32589699	130.372926	4.463347296	108.8342622	5.122119826	1.499997677	5.379636672	4.432880485
HOR 11875	10.25642/IPK/GBIS/81861	PGR	winter	4.112591304	124.6588773	4.298862098	100.4415968	7.327437091	1.56081501	3.736429595	3.231743977
HOR 1191	10.25642/IPK/GBIS/17387	PGR	spring	4.907772242	69.26810828	5.581716746	96.08150115	3.11067437	2.747072943	6.082941713	1.307594555
HOR 11922	10.25642/IPK/GBIS/86390	PGR	winter	3.422256833	130.604193	6.975004619	109.8410857	7.444561933	1.499998905	4.457101364	3.810271171
HOR 11966	10.25642/IPK/GBIS/86434	PGR	winter	5.102243633	130.8283306	5.241783201	111.5325127	3.666045076	1.499996347	3.897659932	2.399868753
HOR 11967	10.25642/IPK/GBIS/86435	PGR	winter	5.363367843	141.729227	4.88884554	123.1449085	4.634229918	1.499996942	2.054417732	2.166565836
HOR 11975	10.25642/IPK/GBIS/86443	PGR	winter	3.118180244	137.8176787	5.622153822	106.9502258	6.243156559	1.500001804	4.924119115	3.794990068
HOR 11978	10.25642/IPK/GBIS/86446	PGR	winter	4.306991685	131.281506	6.112798407	106.3775416	7.679669242	1.560819036	4.942875189	4.806249013
HOR 12026	10.25642/IPK/GBIS/86494	PGR	winter	4.905010905	125.7384657	5.784897284	99.85621683	7.626089798	1.560819036	5.124787577	4.717020891
HOR 1205	10.25642/IPK/GBIS/17400	PGR	spring	4.521578663	71.67877714	5.508295105	90.83744163	5.16892617	3.747308804	3.880730578	1.345419789
HOR 12070	10.25642/IPK/GBIS/86538	PGR	spring	3.108863115	74.67537548	2.175288427	95.63735365	4.295867062	1.413891425	2.718036423	1.38064486
HOR 12072	10.25642/IPK/GBIS/86540	PGR	winter	3.447851063	131.9882392	3.625195196	110.4937157	4.607272932	3.000000069	4.208323136	1.29102209
HOR 12086	10.25642/IPK/GBIS/86554	PGR	winter	3.039462401	138.5408884	2.394888765	113.5789047	5.116937701	1.500002449	3.764073537	2.037759198
HOR 1211	10.25642/IPK/GBIS/17406	PGR	spring	4.127661936	65.56403994	4.931298096	98.08150426	3.811055463	2.04515601	4.944623844	1.347090622
HOR 12157	10.25642/IPK/GBIS/86625	PGR	winter	4.344656587	138.1311221	3.660392061	124.2590065	6.258365644	1.499995102	4.280333381	3.820209121
HOR 12158	10.25642/IPK/GBIS/86626	PGR	winter	4.791354078	142.4949325	3.853187623	127.1060947	6.400456816	1.500002335	4.097195533	1.368922386
HOR 12168	10.25642/IPK/GBIS/86636	PGR	winter	5.353286713	137.1695845	4.167079841	123.222434	4.731585335	1.560824783	2.971079525	4.104503709
HOR 12171	10.25642/IPK/GBIS/385848	PGR	winter	3.449194794	139.7680022	1.844759632	101.7823413	7.939244019	1.500000803	2.791846957	3.677442243
HOR 12184	10.25642/IPK/GBIS/87867	PGR	winter	3.596370585	138.8299962	3.641194674	123.5673197	7.059298658	1.560824783	2.96989492	3.383829285
HOR 12188	10.25642/IPK/GBIS/87948	PGR	winter	3.644534121	138.8265307	2.896456547	112.1456235	5.005057076	1.50000107	3.62670802	3.437231044
HOR 12192	10.25642/IPK/GBIS/88410	PGR	winter	4.132706701	140.1420899	4.053443693	118.6357679	7.231759129	1.560815137	1.058412984	3.228091223
HOR 12197	10.25642/IPK/GBIS/88504	PGR	winter	3.779201223	138.5309748	5.453390512	121.1457073	7.478580528	1.560812757	3.637462746	3.97028386
HOR 12203	10.25642/IPK/GBIS/88510	PGR	winter	3.644064607	133.5885158	3.839919072	128.7756457	6.147850097	1.439186369	4.198037082	4.295628113
HOR 12205	10.25642/IPK/GBIS/88512	PGR	winter	4.623903306	137.688565	5.075445612	127.8431057	6.326648927	1.500004297	2.806247735	1.399868768
HOR 12211	10.25642/IPK/GBIS/88518	PGR	winter	4.264716331	142.6567569	3.063298141	131.1735789	3.499184401	1.500001804	3.187094494	1.150956338
HOR 12213	10.25642/IPK/GBIS/88520	PGR	winter	6.601650002	138.8864808	4.939951446	121.4925814	4.006980044	1.500002449	4.572081454	4.231960254
HOR 12217	10.25642/IPK/GBIS/88524	PGR	winter	4.121764333	144.7717432	1.892332919	111.2514026	4.747942198	1.999999753	1.377134412	1.995121674
HOR 12222	10.25642/IPK/GBIS/88529	PGR	spring	4.80815216	72.2204256	5.344920372	81.61785554	6.300599924	1.757419316	2.282427154	1.274000406
HOR 12232	10.25642/IPK/GBIS/88539	PGR	winter	2.562255233	137.1934361	3.493881131	115.8479139	5.755382146	1.500000689	2.20076438	4.050810802
HOR 12251	10.25642/IPK/GBIS/88558	PGR	winter	4.562694555	137.2712069	5.191209619	100.9397008	5.427565557	1.500004183	4.001062911	6.236713047
HOR 12257	10.25642/IPK/GBIS/88564	PGR	winter	5.755098796	139.5023062	4.379345952	132.5448914	5.198219102	1.499997968	3.979907854	1.995121717
HOR 12282	10.25642/IPK/GBIS/88589	PGR	winter	2.726201313	134.1392296	3.971284143	124.2067106	6.734494454	1.499997791	4.094413014	2.795364243
HOR 12301	10.25642/IPK/GBIS/88608	PGR	winter	3.483857419	125.9265837	4.296070344	100.4364716	7.47009636	1.560811162	7.912654034	6.255551244
HOR 12311	10.25642/IPK/GBIS/88618	PGR	winter	5.71951145	134.1863729	2.213588334	106.0942215	3.597395332	1.499997791	4.602135083	2.236713072
HOR 12326	10.25642/IPK/GBIS/88633	PGR	winter	4.241817266	137.5206775	1.477866342	101.6131454	4.002905548	1.500001765	3.281307401	2.378860355
HOR 1234	10.25642/IPK/GBIS/17429	PGR	spring	4.547944294	73.74644535	3.347708844	66.3101114	3.603779553	1.797829357	4.031759375	1.342984828
HOR 12352	10.25642/IPK/GBIS/88669	PGR	winter	4.310806373	133.8219732	3.291478704	99.88740211	7.476520184	1.500003272	1.967202572	3.281040107
HOR 12367	10.25642/IPK/GBIS/88688	PGR	winter	2.995633811	137.4739844	4.098301531	121.4822652	4.861004285	1.500004069	4.026223815	2.673092864
HOR 12394	10.25642/IPK/GBIS/88715	PGR	winter	6.274280972	129.180234	2.593418654	92.05281075	8.093166541	1.499998221	6.539995772	4.002859751
HOR 12402	10.25642/IPK/GBIS/92317	PGR	spring	3.955554329	72.58852546	4.471667602	102.6807941	5.107347502	1.779596785	2.035319327	1.358510891
HOR 12412	10.25642/IPK/GBIS/81493	PGR	spring	4.14426247	70.48045292	4.994937047	94.26519986	3.892149974	2.056983935	3.578148727	1.344116137
HOR 12471	10.25642/IPK/GBIS/37971	PGR	winter	4.98352765	126.560584	3.840692807	100.2304319	6.819796492		3.748131232	6.077544384
HOR 1251	10.25642/IPK/GBIS/17445	PGR	spring	2.445808577	67.47003236	1.584022955	73.16132585	6.037754899	2.739988401	1.904222669	1.308874274
HOR 1253	10.25642/IPK/GBIS/17447	PGR	spring	4.035274245	68.34424418	5.178256765	97.20543927	2.986500288	1.427067859	4.261597524	1.868275097
HOR 1263	10.25642/IPK/GBIS/17457	PGR	spring	2.872589198	70.88705845	5.766552709	88.86433788	5.085301335	4.287273711	4.018955858	1.261762696
HOR 1264	10.25642/IPK/GBIS/17458	PGR	spring	4.808844585	65.16802566	3.812042281	96.2041398	3.75953967	2.404820617	3.340896845	1.343290102
HOR 1266	10.25642/IPK/GBIS/17460	PGR	spring	4.202214152	71.48402054	5.374889783	93.54042754	3.867121615	1.754939831	2.650359724	1.418277421
HOR 1267	10.25642/IPK/GBIS/17461	PGR	spring	3.68544338	71.25980554	4.347813791	94.11657605	4.934474187	1.731941191	2.563984631	1.342365499
HOR 1270	10.25642/IPK/GBIS/17464	PGR	spring	3.206817275	72.88600289	4.4116959	88.50475551	3.557623393	1.69680636	4.708284147	1.348299515
HOR 12777	10.25642/IPK/GBIS/90363	PGR	spring	1.316526234	69.19923325	1.892882879	88.35105943	3.694606242	1.691870726	4.737661973	1.324382238
HOR 12791	10.25642/IPK/GBIS/59529	PGR	spring	5.32297995	72.48344516	3.757816039	93.12664668	3.743767297	1.992053687	3.464831831	1.313470676
HOR 12828	10.25642/IPK/GBIS/93771	PGR	spring	4.790679092	65.27963284	2.742599792	85.85433889	4.811330702	2.738112307	6.889271424	1.30761712
HOR 12830	10.25642/IPK/GBIS/93738	PGR	winter	4.942027411	142.6777739	2.559092228	92.36898962	3.849530618	1.560814504	4.846660504	5.21484569
HOR 1284	10.25642/IPK/GBIS/17477	PGR	spring	3.133040489	70.16911615	5.171269919	108.1045859	5.48575449	3.75155269	3.514604737	1.348299515
HOR 1313	10.25642/IPK/GBIS/17488	PGR	winter	4.028113979	138.8260235	2.228494701	131.4877533	4.377696448	1.499997563	2.34483348	1.084627823
HOR 13418	10.25642/IPK/GBIS/99061	PGR	spring	2.589397338	67.5617562	5.823737514	86.15823439	3.439067514	2.734315415	6.274130982	1.30840155
HOR 13426	10.25642/IPK/GBIS/99069	PGR	spring	3.809839372	68.11919304	6.167182902	85.77189621	4.79729568	2.094428942	4.662675867	3.345611308
HOR 13515	10.25642/IPK/GBIS/264328	PGR	spring	3.212470436	75.5047331	1.9551186	74.2605139	3.15352416	2.714966629	2.162742673	1.316608886
HOR 1359	10.25642/IPK/GBIS/17525	PGR	winter	7.045269922	132.7598533	6.122793352	96.52340573	6.34619391	1.560823922	4.506167921	3.899916617
HOR 1361	10.25642/IPK/GBIS/17527	PGR	winter	4.414160861	133.6671655	3.897611651	108.0248674	6.73611763	1.499998791	3.635939077	3.613083774
HOR 13663	10.25642/IPK/GBIS/253889	PGR	winter	2.88826956	132.3802859	4.089283519	117.3514622	5.149779317	1.500001398	4.142354605	0.93751152
HOR 13716	10.25642/IPK/GBIS/224818	PGR	spring	4.874351216	66.18211032	6.169369642	88.27665912	5.882034504	1.414743612	5.124570604	1.309275417
HOR 13724	10.25642/IPK/GBIS/253893	PGR	spring	4.825596813	66.49480747	6.50915752	84.19708766	5.863594491	1.450829184	3.259773822	1.358530138
HOR 13745	10.25642/IPK/GBIS/260328	PGR	spring	3.198514563	71.21513779	5.956223423	86.61799263	5.769068013	1.680042122	1.490526643	1.361658452
HOR 13821	10.25642/IPK/GBIS/233297	PGR	spring	5.421395854	70.97716018	5.197338785	89.61881575	5.597621919	1.757949979	3.173582338	1.520433454
HOR 13825	10.25642/IPK/GBIS/260373	PGR	spring	2.892750152	71.07285001	3.165873735	99.8265961	4.087469778	2.760689297	3.008664127	1.345221174
HOR 13832	10.25642/IPK/GBIS/252000	PGR	spring	4.592522799	69.68894246	5.360932478	82.16621302	5.297600796	2.057304653	6.176567578	1.344338755
HOR 13836	10.25642/IPK/GBIS/228435	PGR	spring	3.84236037	68.52389578	4.880555925	91.82146772	5.694146769	2.753209438	3.816714459	1.330384449
